"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 12/01/2024

Product: Historical Climate (Daily) - gridMET (METDATA)(http://www.climatologylab.org/gridmet.html) 
"Location (US County): Boulder County, Colorado"
Variable List: 
tmmn: Min Temperature
tmmx: Max Temperature
pr: Precipitation
********************************************************
Year,Month,Day,tmmn(degC),tmmx(degC),pr(mm)
1990,1,23,-7.67,3.65,0.90298
1990,1,24,-12.55,-1.79,0.14167
1990,1,25,-13.11,2.38,0
1990,1,26,-5.77,8.40,0
1990,1,27,-12.21,0.59,0.26429
1990,1,28,-13.37,-0.84,0.77381
1990,1,29,-9.80,3.92,0.65714
1990,1,30,-10.32,4.33,0
1990,1,31,-6.05,6.34,0
1990,2,1,-8.33,3.19,1.38869
1990,2,2,-9.90,1.17,1.2375
1990,2,3,-12.03,0.84,0
1990,2,4,-8.26,7.33,0
1990,2,5,-6.52,4.62,0
1990,2,6,-7.91,7.86,0
1990,2,7,-4.19,7.78,0.39821
1990,2,8,-8.61,2.49,0.04286
1990,2,9,-9.35,4.05,0.07798
1990,2,10,-5.88,6.54,0.53631
1990,2,11,-3.91,10.51,0.07976
1990,2,12,-1.26,11.90,1.13512
1990,2,13,-11.50,4.36,3.23214
1990,2,14,-15.79,-6.70,4.69226
1990,2,15,-19.09,-10.16,1.77917
1990,2,16,-19.29,-3.37,0
1990,2,17,-13.82,2.91,0.27619
1990,2,18,-9.64,-0.51,0.92024
1990,2,19,-11.71,1.21,0.27262
1990,2,20,-10.02,1.45,0.4756
1990,2,21,-9.04,3.22,0.15119
1990,2,22,-7.85,4.76,0.03393
1990,2,23,-6.29,8.16,0
1990,2,24,-4.05,9.80,0
1990,2,25,-2.35,9.80,0
1990,2,26,-2.80,10.75,0.59643
1990,2,27,-6.53,5.13,1.25357
1990,2,28,-8.11,3.64,0
1990,3,1,-8.74,6.60,0
1990,3,2,-5.87,9.10,0
1990,3,3,-2.93,9.97,1.57321
1990,3,4,-3.07,8.20,2.64286
1990,3,5,-1.80,9.09,11.81369
1990,3,6,-4.83,3.90,45.23631
1990,3,7,-7.52,1.66,3.61131
1990,3,8,-5.63,10.00,0
1990,3,9,-1.21,12.67,0.2244
1990,3,10,-1.30,12.89,0
1990,3,11,-0.26,12.19,0
1990,3,12,-3.56,6.28,1.55298
1990,3,13,-7.29,1.84,15.29464
1990,3,14,-9.27,0.98,0.48333
1990,3,15,-8.03,3.44,0.64464
1990,3,16,-7.52,4.36,0
1990,3,17,-5.97,8.91,0
1990,3,18,-4.29,4.52,1.9756
1990,3,19,-7.12,9.57,0
1990,3,20,-1.36,14.37,0
1990,3,21,1.33,13.98,0.10119
1990,3,22,-1.74,14.60,1.65298
1990,3,23,-4.60,7.46,2.42619
1990,3,24,-10.41,2.71,0
1990,3,25,-8.72,4.97,0
1990,3,26,-7.51,9.79,0.85179
1990,3,27,-1.37,13.77,7.03571
1990,3,28,-3.17,5.43,7.11964
1990,3,29,-4.37,3.25,6.4119
1990,3,30,-5.34,4.89,1.76488
1990,3,31,-6.59,8.25,0.14286
1990,4,1,-2.66,8.64,0
1990,4,2,-2.18,12.03,0
1990,4,3,0.00,13.52,1.23274
1990,4,4,1.41,12.96,2.44881
1990,4,5,-6.65,5.71,9.81726
1990,4,6,-10.00,5.83,0
1990,4,7,-3.67,7.64,0.06905
1990,4,8,-2.44,11.18,1.04702
1990,4,9,-0.02,8.87,5.09643
1990,4,10,-4.44,8.32,0.47798
1990,4,11,-5.49,11.16,0.13214
1990,4,12,-2.27,13.96,1.15536
1990,4,13,-0.24,10.01,0.20119
1990,4,14,-0.54,16.75,0.06429
1990,4,15,1.00,16.52,0.81607
1990,4,16,1.87,15.05,1.34345
1990,4,17,-2.10,8.43,1.40238
1990,4,18,-2.65,15.98,0.38452
1990,4,19,2.66,15.59,1.34821
1990,4,20,2.80,16.35,0.10179
1990,4,21,2.46,18.85,0.00714
1990,4,22,5.39,20.24,0.84583
1990,4,23,4.52,17.68,3.60952
1990,4,24,4.45,15.28,10.90238
1990,4,25,1.92,10.70,5.32857
1990,4,26,-0.80,10.49,0.69762
1990,4,27,-4.07,7.92,1.13929
1990,4,28,0.18,15.57,2.77917
1990,4,29,-5.17,9.48,2.95476
1990,4,30,-6.89,5.85,0.52381
1990,5,1,-3.09,8.18,0.01548
1990,5,2,-3.69,10.54,0
1990,5,3,-0.85,7.89,1.2
1990,5,4,-2.39,11.69,3.65
1990,5,5,-2.52,13.20,0.34167
1990,5,6,0.85,20.91,0
1990,5,7,5.56,21.26,0.99464
1990,5,8,0.42,14.48,3.46012
1990,5,9,-5.29,9.99,0.04583
1990,5,10,-3.30,16.82,0
1990,5,11,2.39,14.42,7.31726
1990,5,12,-1.35,13.43,1.32798
1990,5,13,1.40,17.73,0.39524
1990,5,14,0.99,17.02,1.32917
1990,5,15,3.60,15.63,2.86726
1990,5,16,1.15,11.27,3.08214
1990,5,17,-0.29,17.93,0
1990,5,18,3.51,19.52,0
1990,5,19,3.05,19.27,0
1990,5,20,3.07,16.83,0.1131
1990,5,21,4.01,20.93,0
1990,5,22,6.73,24.04,0
1990,5,23,8.38,24.52,0
1990,5,24,7.80,23.50,0
1990,5,25,4.74,20.57,0.74464
1990,5,26,5.10,20.23,0.69226
1990,5,27,5.53,17.84,5.91726
1990,5,28,4.97,21.06,13.84524
1990,5,29,3.56,17.01,10.17083
1990,5,30,1.26,18.05,5.64107
1990,5,31,3.70,21.09,1.41012
1990,6,1,4.07,18.83,1.31429
1990,6,2,-2.33,18.03,0.13274
1990,6,3,3.51,20.25,0.11667
1990,6,4,6.22,27.45,0
1990,6,5,10.08,26.86,0
1990,6,6,7.59,25.70,0
1990,6,7,7.91,25.03,0
1990,6,8,9.39,25.21,0
1990,6,9,9.18,27.29,0.06369
1990,6,10,10.89,26.41,0.31429
1990,6,11,8.97,25.46,1.30179
1990,6,12,6.85,23.57,0.40714
1990,6,13,5.38,23.83,0.14226
1990,6,14,6.71,25.87,0.14762
1990,6,15,8.32,25.07,0
1990,6,16,8.43,21.58,0
1990,6,17,3.45,23.97,0
1990,6,18,8.89,28.58,0.79643
1990,6,19,10.76,25.11,3.34107
1990,6,20,6.76,24.00,0
1990,6,21,8.00,24.21,0
1990,6,22,3.91,24.55,0.00714
1990,6,23,7.99,29.77,0
1990,6,24,12.34,30.34,0
1990,6,25,12.31,31.79,0.86726
1990,6,26,13.82,31.74,0.06488
1990,6,27,12.99,32.22,0
1990,6,28,13.38,32.40,0
1990,6,29,13.58,33.25,0
1990,6,30,14.12,31.31,0
1990,7,1,14.47,31.81,0
1990,7,2,15.70,31.49,0.66667
1990,7,3,14.25,28.36,6.61488
1990,7,4,11.89,25.54,4.45952
1990,7,5,10.29,25.06,4.84464
1990,7,6,11.04,26.64,1.15833
1990,7,7,11.96,26.98,11.19107
1990,7,8,11.35,20.02,6.92083
1990,7,9,8.04,24.01,1.30119
1990,7,10,10.04,23.95,3.27679
1990,7,11,9.77,23.20,1.73929
1990,7,12,6.52,20.06,0.34048
1990,7,13,4.69,20.38,0.58869
1990,7,14,7.57,22.50,1.53988
1990,7,15,8.74,21.78,3.14762
1990,7,16,8.28,25.93,0.90179
1990,7,17,10.46,26.83,0.01429
1990,7,18,12.66,27.67,0.45
1990,7,19,11.03,24.09,7.4375
1990,7,20,8.48,18.58,12.28631
1990,7,21,4.49,16.45,4.69881
1990,7,22,2.36,18.11,1.82143
1990,7,23,5.86,23.18,0.78512
1990,7,24,8.94,24.67,1.08631
1990,7,25,11.75,25.33,0.6381
1990,7,26,10.33,26.80,0
1990,7,27,10.83,24.91,1.57917
1990,7,28,10.58,24.42,1.55119
1990,7,29,8.40,22.66,1.68512
1990,7,30,7.00,20.45,0.50357
1990,7,31,7.17,24.68,0.13512
1990,8,1,9.43,27.03,2.09345
1990,8,2,9.73,25.17,1.95655
1990,8,3,8.80,24.04,1.07381
1990,8,4,8.61,23.78,0.86607
1990,8,5,6.75,20.10,2.69107
1990,8,6,5.70,22.11,0
1990,8,7,7.05,26.67,0
1990,8,8,11.08,27.83,0.29583
1990,8,9,10.93,27.47,0.3125
1990,8,10,10.10,28.83,3.7869
1990,8,11,10.08,23.11,7.48155
1990,8,12,7.93,21.10,1.40536
1990,8,13,6.28,21.98,4.34286
1990,8,14,8.98,23.05,1.13452
1990,8,15,6.95,22.16,1.64226
1990,8,16,7.28,23.04,4.0381
1990,8,17,9.68,24.18,7.35357
1990,8,18,9.92,23.29,0.84524
1990,8,19,8.38,25.02,1.47738
1990,8,20,9.89,24.67,0.51369
1990,8,21,9.82,25.61,0.73929
1990,8,22,11.18,25.50,2.20833
1990,8,23,8.00,24.25,0.01667
1990,8,24,7.76,24.81,0
1990,8,25,8.13,25.31,0
1990,8,26,8.83,26.93,0.15298
1990,8,27,10.03,27.48,0
1990,8,28,10.21,27.50,0
1990,8,29,10.89,28.50,0.43452
1990,8,30,11.92,29.48,3.01548
1990,8,31,12.55,28.16,3.87679
1990,9,1,11.38,27.01,3.01905
1990,9,2,11.87,26.71,11.78571
1990,9,3,10.80,27.18,0.08333
1990,9,4,11.34,26.25,0.19762
1990,9,5,10.41,25.86,7.93274
1990,9,6,10.33,24.57,0.70595
1990,9,7,9.03,24.15,0.66667
1990,9,8,8.05,25.45,0.23155
1990,9,9,9.89,25.78,0.04048
1990,9,10,8.32,24.85,0.225
1990,9,11,6.74,24.86,0.14643
1990,9,12,9.00,26.93,0
1990,9,13,8.81,28.90,0
1990,9,14,5.00,24.94,0
1990,9,15,9.69,27.34,0
1990,9,16,7.58,22.04,1.38393
1990,9,17,4.42,16.65,4.09226
1990,9,18,5.15,19.77,4.98274
1990,9,19,5.72,18.10,2.38095
1990,9,20,3.65,17.54,1.82738
1990,9,21,2.37,17.28,0.21369
1990,9,22,3.28,17.16,0
1990,9,23,1.63,19.76,0.51429
1990,9,24,5.24,22.40,0.36131
1990,9,25,6.22,21.57,0.95774
1990,9,26,7.02,21.55,0.58571
1990,9,27,6.68,18.82,1.24048
1990,9,28,4.88,14.58,5.08512
1990,9,29,2.18,15.64,1.71548
1990,9,30,3.29,19.52,0.01548
1990,10,1,5.34,22.23,0
1990,10,2,8.51,20.17,1.73631
1990,10,3,2.19,12.64,0
1990,10,4,2.31,19.29,0
1990,10,5,5.57,22.71,0
1990,10,6,5.12,19.59,1.45595
1990,10,7,-1.32,7.61,8.89107
1990,10,8,-5.57,2.57,3.46905
1990,10,9,-7.39,7.61,0
1990,10,10,-1.40,16.16,0
1990,10,11,-1.58,13.21,0.03452
1990,10,12,-4.53,14.03,0
1990,10,13,0.75,17.39,0
1990,10,14,1.92,13.15,0
1990,10,15,1.49,18.29,0
1990,10,16,3.52,20.38,1.41905
1990,10,17,-2.94,10.30,0
1990,10,18,-3.85,17.58,0.08036
1990,10,19,3.84,15.13,5.08512
1990,10,20,-2.88,7.54,5.01548
1990,10,21,-5.58,7.13,0
1990,10,22,-1.56,15.98,0
1990,10,23,1.52,12.36,0
1990,10,24,0.18,12.83,0.09881
1990,10,25,0.96,17.85,0
1990,10,26,3.12,19.28,0
1990,10,27,2.42,14.59,0
1990,10,28,2.08,19.44,0
1990,10,29,3.80,18.71,0
1990,10,30,3.13,17.14,0.33036
1990,10,31,3.53,18.12,0.0375
1990,11,1,3.17,15.54,0.36429
1990,11,2,-3.82,6.45,6.91369
1990,11,3,-9.48,-1.80,4.58452
1990,11,4,-10.60,4.49,0.89524
1990,11,5,-3.89,8.67,5.6125
1990,11,6,-9.79,0.41,6.2625
1990,11,7,-11.04,0.46,0.13869
1990,11,8,-8.26,4.52,0
1990,11,9,-5.75,8.35,0
1990,11,10,-0.43,12.43,0
1990,11,11,0.56,13.97,0
1990,11,12,0.98,15.68,0
1990,11,13,0.94,15.71,0
1990,11,14,3.25,17.91,0
1990,11,15,3.81,16.45,0
1990,11,16,-1.54,10.05,0
1990,11,17,1.09,15.15,0
1990,11,18,1.94,11.36,0
1990,11,19,1.69,13.09,0.03988
1990,11,20,0.92,12.41,0.06786
1990,11,21,-5.78,3.98,0.00952
1990,11,22,-7.41,6.37,0
1990,11,23,-3.47,11.38,0
1990,11,24,0.84,15.13,0
1990,11,25,1.09,15.84,0.05
1990,11,26,-3.60,9.38,0.82679
1990,11,27,-10.66,-1.86,4.01071
1990,11,28,-11.15,-2.90,0
1990,11,29,-11.35,8.91,0
1990,11,30,-1.05,11.83,0
1990,12,1,-7.72,2.68,0
1990,12,2,-12.35,-0.57,0.08214
1990,12,3,-13.92,-1.15,0
1990,12,4,-8.61,10.66,0
1990,12,5,-3.87,9.52,0
1990,12,6,-9.03,-1.17,2.35298
1990,12,7,-8.81,8.22,0
1990,12,8,-3.45,10.28,0
1990,12,9,-1.90,11.56,0
1990,12,10,-0.50,14.22,0
1990,12,11,0.51,14.71,0.0744
1990,12,12,-1.32,7.50,0.99643
1990,12,13,-4.75,3.79,1.65893
1990,12,14,-10.97,2.69,0.95298
1990,12,15,-13.37,0.55,0.01071
1990,12,16,-7.78,4.51,1.15476
1990,12,17,-9.54,-0.74,1.66726
1990,12,18,-9.53,2.56,1.11429
1990,12,19,-14.26,-3.36,5.36429
1990,12,20,-21.83,-11.65,2.85417
1990,12,21,-25.74,-19.02,0.37619
1990,12,22,-26.93,-12.88,0
1990,12,23,-25.01,-10.97,0.06667
1990,12,24,-19.14,-3.18,0
1990,12,25,-15.80,-5.90,0.01548
1990,12,26,-15.78,-4.71,0.04643
1990,12,27,-14.32,1.55,0
1990,12,28,-11.00,0.67,0.58036
1990,12,29,-19.06,-8.46,0.35476
1990,12,30,-20.13,-2.62,0
1990,12,31,-10.40,-0.34,0
1991,1,1,-7.07,7.10,0
1991,1,2,-8.80,4.17,0
1991,1,3,-10.31,0.89,0
1991,1,4,-11.11,1.37,0.35655
1991,1,5,-6.90,3.22,0.02024
1991,1,6,-8.17,2.80,0
1991,1,7,-8.14,5.03,0
1991,1,8,-7.45,3.34,0.11488
1991,1,9,-9.56,3.76,0.00714
1991,1,10,-8.50,4.03,0.02619
1991,1,11,-9.48,2.41,0.07262
1991,1,12,-7.71,7.29,0.0119
1991,1,13,-3.53,7.56,0.05952
1991,1,14,-5.26,3.76,0.80179
1991,1,15,-8.37,2.99,1.82083
1991,1,16,-8.43,0.35,2.56369
1991,1,17,-10.60,1.12,0.1869
1991,1,18,-8.51,5.58,1.19107
1991,1,19,-7.52,6.07,5.42798
1991,1,20,-13.98,-4.22,2.22857
1991,1,21,-16.36,-3.90,0.16667
1991,1,22,-12.63,0.20,1.06369
1991,1,23,-12.26,-3.69,1.31964
1991,1,24,-14.96,0.17,0
1991,1,25,-14.32,-4.07,3.47262
1991,1,26,-13.73,0.19,0
1991,1,27,-11.12,-0.56,0.30357
1991,1,28,-10.91,2.42,0.79048
1991,1,29,-18.25,-7.45,2.33631
1991,1,30,-13.69,3.01,0
1991,1,31,-8.82,7.23,0
1991,2,1,-4.86,9.96,0
1991,2,2,-2.84,9.49,0
1991,2,3,-4.18,7.76,0.05417
1991,2,4,-6.65,6.37,0
1991,2,5,-5.41,8.99,0
1991,2,6,-3.78,6.87,0
1991,2,7,-5.13,9.39,0
1991,2,8,-2.75,9.95,0
1991,2,9,-4.43,8.04,0
1991,2,10,-4.37,8.06,0
1991,2,11,-3.89,10.72,0
1991,2,12,-3.81,10.35,0
1991,2,13,-4.95,4.91,2.83988
1991,2,14,-6.57,5.45,0.50833
1991,2,15,-6.92,9.90,0
1991,2,16,-1.93,11.09,0.50536
1991,2,17,-4.30,7.72,0.42143
1991,2,18,-7.77,1.01,0.78452
1991,2,19,-9.97,2.84,0
1991,2,20,-5.12,10.65,0
1991,2,21,-4.49,10.72,0
1991,2,22,-3.38,11.29,0
1991,2,23,-4.14,7.68,1.84286
1991,2,24,-9.69,2.40,4.13274
1991,2,25,-12.66,1.22,0
1991,2,26,-10.11,3.03,0.125
1991,2,27,-8.09,6.48,0
1991,2,28,-5.25,9.73,0.11726
1991,3,1,-3.02,9.69,1.25238
1991,3,2,-4.53,6.31,0.86071
1991,3,3,-4.70,9.87,0.45298
1991,3,4,-0.93,13.19,2.36905
1991,3,5,-2.77,8.87,13.48393
1991,3,6,-9.56,0.71,0.20238
1991,3,7,-10.56,-0.89,0.07143
1991,3,8,-10.66,1.21,0.07321
1991,3,9,-10.79,6.37,0.13393
1991,3,10,-3.67,11.24,0.00357
1991,3,11,-1.04,11.87,2.3875
1991,3,12,-4.94,5.03,0.41369
1991,3,13,-6.96,5.09,0
1991,3,14,-6.50,4.71,0.76845
1991,3,15,-8.10,4.30,0.1756
1991,3,16,-6.78,5.71,1.85833
1991,3,17,-7.19,7.19,0.04583
1991,3,18,-4.78,9.62,0
1991,3,19,-3.55,10.78,0.55952
1991,3,20,-3.34,8.73,0
1991,3,21,-6.02,8.10,1.45298
1991,3,22,-4.38,7.56,1.39881
1991,3,23,-5.16,9.13,0
1991,3,24,-3.42,13.15,0
1991,3,25,-0.45,13.69,0
1991,3,26,-2.52,11.14,4.11726
1991,3,27,-4.57,5.40,3.45476
1991,3,28,-7.57,6.13,0
1991,3,29,-5.15,6.40,4.80536
1991,3,30,-8.66,7.19,0.25595
1991,3,31,-4.13,11.90,0
1991,4,1,-0.47,12.94,0.80417
1991,4,2,3.07,13.86,0.00833
1991,4,3,-0.33,13.16,0
1991,4,4,0.03,15.37,0
1991,4,5,3.41,19.67,0
1991,4,6,5.40,21.40,0.0619
1991,4,7,5.58,17.34,0.06488
1991,4,8,-2.06,7.15,1.64524
1991,4,9,-7.10,7.31,0.14583
1991,4,10,-2.05,11.21,4.59762
1991,4,11,-2.52,7.90,12.87857
1991,4,12,-6.99,1.74,11.87917
1991,4,13,-9.48,2.48,0.70476
1991,4,14,-7.26,5.67,0
1991,4,15,-3.42,12.63,0
1991,4,16,-0.59,12.93,0.0869
1991,4,17,-0.54,13.69,0
1991,4,18,0.75,12.06,0.95536
1991,4,19,-2.58,10.66,0.51667
1991,4,20,-2.89,12.18,0.71548
1991,4,21,0.36,10.51,4.86548
1991,4,22,-2.32,11.72,0.575
1991,4,23,0.72,11.57,1.41488
1991,4,24,1.45,13.48,0
1991,4,25,1.57,15.96,0.42619
1991,4,26,-3.39,7.90,0.44524
1991,4,27,-7.71,5.80,0.64583
1991,4,28,-7.26,6.69,0.90536
1991,4,29,-3.61,6.44,0.71548
1991,4,30,-4.61,5.62,12.90833
1991,5,1,-6.09,11.49,0
1991,5,2,0.57,13.94,0.04286
1991,5,3,-4.48,10.55,3.2625
1991,5,4,-1.00,7.86,6.93333
1991,5,5,-3.53,10.68,0.6131
1991,5,6,-1.45,13.91,0.15714
1991,5,7,3.10,14.79,0
1991,5,8,1.49,19.11,0
1991,5,9,5.63,22.30,0
1991,5,10,7.27,23.47,0
1991,5,11,6.36,22.78,0
1991,5,12,3.27,13.85,0
1991,5,13,0.35,19.95,0
1991,5,14,5.91,21.15,8.73929
1991,5,15,3.45,16.24,15.97798
1991,5,16,2.27,12.08,9.55119
1991,5,17,0.78,17.29,1.42262
1991,5,18,3.82,22.13,0.14881
1991,5,19,7.68,24.55,0.16786
1991,5,20,8.20,23.14,0.46012
1991,5,21,8.17,22.47,2.59226
1991,5,22,10.03,21.68,3.07798
1991,5,23,6.35,19.78,5.18155
1991,5,24,5.58,17.21,1.89524
1991,5,25,4.59,21.49,0.70655
1991,5,26,6.98,22.78,0.65298
1991,5,27,7.43,22.39,0.06905
1991,5,28,8.04,22.78,0.24881
1991,5,29,5.53,20.66,0.43036
1991,5,30,5.30,20.51,0.10714
1991,5,31,6.83,20.24,19.60952
1991,6,1,5.34,17.10,30.05119
1991,6,2,5.16,17.40,4.15774
1991,6,3,3.68,15.94,1.72619
1991,6,4,3.04,20.57,2.6375
1991,6,5,6.99,23.74,4.71964
1991,6,6,8.44,18.97,9.81964
1991,6,7,6.07,19.19,0.96845
1991,6,8,5.82,23.77,0.52202
1991,6,9,8.57,24.38,0.74286
1991,6,10,7.42,21.61,1.80357
1991,6,11,6.02,23.77,1.46429
1991,6,12,8.29,24.46,0.41488
1991,6,13,8.50,24.46,3.06905
1991,6,14,8.91,21.67,4.2375
1991,6,15,6.86,20.98,2.04821
1991,6,16,7.71,24.26,0.78869
1991,6,17,7.77,24.48,0.2744
1991,6,18,9.38,25.65,0.10833
1991,6,19,8.97,25.71,0
1991,6,20,8.91,24.40,0
1991,6,21,8.57,23.97,7.93214
1991,6,22,7.73,24.27,0
1991,6,23,6.49,23.91,0.01429
1991,6,24,8.08,26.63,0
1991,6,25,10.96,28.11,0.36786
1991,6,26,10.55,27.45,0
1991,6,27,10.01,25.75,0.02321
1991,6,28,11.05,26.67,0.8881
1991,6,29,12.00,27.87,1.26131
1991,6,30,11.14,25.11,0
1991,7,1,8.61,23.71,0
1991,7,2,7.79,24.37,0.13512
1991,7,3,8.45,24.06,0.16369
1991,7,4,8.41,26.91,0
1991,7,5,11.31,28.66,0
1991,7,6,11.72,30.00,0.18155
1991,7,7,12.67,27.41,0.93214
1991,7,8,8.95,25.62,3.12738
1991,7,9,10.56,25.75,2.9881
1991,7,10,11.17,25.07,5.54167
1991,7,11,9.62,24.38,0.86429
1991,7,12,10.52,25.04,2.19167
1991,7,13,9.84,24.89,0.30714
1991,7,14,9.03,26.43,0
1991,7,15,9.67,28.87,0.06131
1991,7,16,12.13,28.37,0.48274
1991,7,17,13.31,28.52,1.65536
1991,7,18,13.90,27.60,1.80476
1991,7,19,11.65,27.05,3.37321
1991,7,20,11.64,24.12,10.80119
1991,7,21,10.95,24.29,11.81131
1991,7,22,11.78,23.06,8.47202
1991,7,23,7.99,16.41,8.42679
1991,7,24,5.30,21.05,4.4506
1991,7,25,5.94,20.48,4.11845
1991,7,26,6.28,23.43,1.45119
1991,7,27,8.14,24.23,0
1991,7,28,10.43,26.40,0
1991,7,29,10.80,27.55,0.6994
1991,7,30,11.61,27.48,0.53036
1991,7,31,12.07,27.23,0
1991,8,1,11.78,26.50,4.12976
1991,8,2,10.88,23.82,20.69583
1991,8,3,7.28,17.20,10.0125
1991,8,4,6.77,20.28,0.80119
1991,8,5,7.71,23.80,2.20417
1991,8,6,9.09,24.55,5.81607
1991,8,7,9.05,23.62,1.02798
1991,8,8,9.25,24.15,0.28274
1991,8,9,9.76,23.26,1.48869
1991,8,10,8.36,24.48,0.82381
1991,8,11,9.63,25.01,0.69167
1991,8,12,10.09,23.49,2.73095
1991,8,13,8.53,22.52,1.95714
1991,8,14,8.79,24.70,0.65476
1991,8,15,10.03,25.31,1.80655
1991,8,16,9.97,24.41,1.10238
1991,8,17,9.60,24.08,0.44345
1991,8,18,9.45,24.38,1.91071
1991,8,19,9.51,23.66,0.49405
1991,8,20,8.40,23.26,0.70357
1991,8,21,8.93,25.81,0.05238
1991,8,22,10.45,26.67,0.5119
1991,8,23,10.78,26.39,0.10774
1991,8,24,10.43,27.05,0.5381
1991,8,25,11.39,27.51,0.55952
1991,8,26,11.96,27.96,0.06548
1991,8,27,12.46,27.42,3.35952
1991,8,28,11.77,25.04,1.11786
1991,8,29,9.86,23.80,0
1991,8,30,10.18,24.92,0
1991,8,31,8.93,24.29,0
1991,9,1,7.52,24.99,0.51845
1991,9,2,9.72,25.63,1.02202
1991,9,3,10.63,24.82,0
1991,9,4,8.24,24.90,0
1991,9,5,8.78,24.99,0
1991,9,6,8.24,22.25,2.43274
1991,9,7,7.62,21.64,2.77381
1991,9,8,7.39,21.40,1.2619
1991,9,9,6.89,22.88,2.45119
1991,9,10,8.89,19.44,1.11964
1991,9,11,7.56,22.77,3.08155
1991,9,12,8.55,21.21,2.99524
1991,9,13,7.84,20.74,0.53214
1991,9,14,3.50,19.54,0.43155
1991,9,15,3.31,14.08,0.13214
1991,9,16,-0.28,16.88,0
1991,9,17,3.35,18.49,0.01429
1991,9,18,-0.33,13.13,1.48988
1991,9,19,1.15,16.53,0
1991,9,20,2.24,20.86,0.08869
1991,9,21,5.11,22.52,0
1991,9,22,1.17,13.88,0
1991,9,23,0.01,18.67,0
1991,9,24,-0.93,16.21,0
1991,9,25,3.27,20.02,0
1991,9,26,3.99,21.33,0
1991,9,27,5.78,21.99,0
1991,9,28,5.13,22.60,0.76667
1991,9,29,8.21,21.69,2.70595
1991,9,30,5.76,15.41,6.39702
1991,10,1,3.80,20.91,0
1991,10,2,5.25,20.40,0
1991,10,3,4.80,20.51,1.10179
1991,10,4,-3.94,8.24,2.47262
1991,10,5,-5.38,11.72,0
1991,10,6,-2.40,16.97,0
1991,10,7,2.96,20.78,0
1991,10,8,5.65,21.18,0
1991,10,9,6.05,20.04,0
1991,10,10,4.63,21.93,0
1991,10,11,5.91,21.09,0
1991,10,12,4.52,23.05,0
1991,10,13,4.02,17.77,0
1991,10,14,0.31,16.65,0
1991,10,15,3.69,20.22,0
1991,10,16,4.98,24.01,0
1991,10,17,6.91,21.94,0
1991,10,18,0.28,12.90,0
1991,10,19,-1.49,15.91,0
1991,10,20,1.37,15.46,0
1991,10,21,0.83,17.68,0
1991,10,22,1.93,18.22,0
1991,10,23,3.19,15.51,2.88988
1991,10,24,-2.40,8.16,3.26369
1991,10,25,-3.14,9.95,0.07143
1991,10,26,-4.02,11.81,0.15119
1991,10,27,-1.29,13.98,0.62381
1991,10,28,-12.78,7.76,4.94107
1991,10,29,-15.06,-3.86,0.9375
1991,10,30,-14.77,-7.24,3.16131
1991,10,31,-14.60,1.25,0.65238
1991,11,1,-13.59,-5.06,6.20833
1991,11,2,-17.23,-9.55,2.5256
1991,11,3,-16.86,0.58,0.2506
1991,11,4,-8.61,6.18,0.23631
1991,11,5,-1.65,6.91,1.01071
1991,11,6,-2.42,8.65,3.18036
1991,11,7,-4.32,5.13,1.7625
1991,11,8,-4.74,13.07,0
1991,11,9,1.77,13.16,2.23869
1991,11,10,1.03,7.57,3.02917
1991,11,11,-1.80,6.50,0.87143
1991,11,12,-2.45,14.73,0
1991,11,13,1.88,14.84,0
1991,11,14,0.06,9.73,2.5869
1991,11,15,-4.24,1.25,8.76012
1991,11,16,-4.51,0.66,11.50238
1991,11,17,-4.23,2.09,8.57381
1991,11,18,-2.98,5.50,5.93036
1991,11,19,-6.16,-0.10,3.02024
1991,11,20,-6.98,9.30,0.32202
1991,11,21,-1.42,7.40,0.87798
1991,11,22,-10.15,0.04,0.23333
1991,11,23,-12.62,-3.75,0.02798
1991,11,24,-10.34,2.22,0.12619
1991,11,25,-4.77,3.71,0.86726
1991,11,26,-3.41,4.85,0.13214
1991,11,27,-3.45,7.05,0.02381
1991,11,28,-6.52,1.46,2.51369
1991,11,29,-9.18,-2.22,3.78988
1991,11,30,-14.61,-5.87,1.03571
1991,12,1,-15.15,-4.71,0.10595
1991,12,2,-13.76,-1.38,0.56786
1991,12,3,-11.51,0.67,0
1991,12,4,-7.09,7.95,0
1991,12,5,-3.80,8.04,0
1991,12,6,-3.09,13.02,0
1991,12,7,-1.11,12.38,0.12976
1991,12,8,-4.13,6.57,0.0369
1991,12,9,-6.78,6.26,0
1991,12,10,-4.15,8.92,0.05
1991,12,11,-5.98,4.26,0.05952
1991,12,12,-7.25,3.74,1.36786
1991,12,13,-10.52,0.22,0.0875
1991,12,14,-11.50,3.59,0
1991,12,15,-8.30,4.22,0
1991,12,16,-5.16,11.23,0
1991,12,17,-6.67,5.67,0
1991,12,18,-7.63,4.76,0
1991,12,19,-7.13,6.40,0.05
1991,12,20,-7.35,3.16,0
1991,12,21,-8.12,7.74,0
1991,12,22,-7.38,5.55,0
1991,12,23,-8.51,3.97,0
1991,12,24,-8.04,4.50,0
1991,12,25,-7.72,5.28,0
1991,12,26,-8.11,3.63,0
1991,12,27,-10.37,2.72,0
1991,12,28,-9.18,5.38,0.1
1991,12,29,-7.23,4.73,0
